return_id,order_id,order_item_id,sku_id,customer_id,return_reason,return_note,return_date,return_status,refund_amount,return_shipping_cost,condition_received
RET0000955,ORD0002283,OI0004936,SKU00240,CUST00742,Too dark,This piece absorbs what little light there is. Makes the corner feel like a cave.,2025-01-26 23:17:20.000000,Processing,311.93,9.97,Used
RET0000956,ORD0002285,OI0004940,SKU00119,CUST00742,Too light,Wood tone is much lighter than the rich warm color shown.,2025-02-08 19:21:16.000000,Refunded,104.1,17.69,Used
RET0000957,ORD0002286,OI0004941,SKU00325,CUST00743,Difficult assembly,Need three hands to hold pieces while screwing.,2025-06-30 00:38:16.000000,Inspected,10.67,18.29,Used
RET0000958,ORD0002289,OI0004945,SKU00153,CUST00744,Color mismatch,The navy I received is practically black.,2024-08-28 14:43:33.000000,Received,171.41,22.87,Used
RET0000959,ORD0002293,OI0004952,SKU00378,CUST00745,Damaged upon arrival,One of the legs is bent and won't attach properly.,2025-02-10 09:15:48.000000,Refunded,282.36,22.42,Damaged
RET0000960,ORD0002293,OI0004954,SKU00168,CUST00745,Quality didn't meet expectations,"For this price, I expected much better materials.",2025-02-18 09:15:48.000000,Received,221.79,16.14,Used
RET0000961,ORD0002296,OI0004959,SKU00412,CUST00746,Quality didn't meet expectations,Drawer slides are already sticking after two weeks.,2024-06-19 03:40:46.000000,Refunded,504.03,22.92,Used
RET0000962,ORD0002296,OI0004962,SKU00228,CUST00746,Not as described,Brass accents are actually painted plastic.,2024-06-20 03:40:46.000000,Refunded,438.85,26.65,Used
RET0000963,ORD0002299,OI0004967,SKU00333,CUST00747,Not as described,Shown with decorative pillows that weren't included.,2025-06-11 16:16:44.000000,Inspected,204.63,28.32,Used
RET0000964,ORD0002301,OI0004971,SKU00399,CUST00748,Quality didn't meet expectations,Stitching on the upholstery is uneven and coming loose.,2025-02-20 14:19:25.000000,Received,193.77,8.32,Unused
RET0000965,ORD0002307,OI0004984,SKU00183,CUST00750,Too dark,In evening lighting it's almost black.,2024-05-29 13:29:27.000000,Refunded,116.73,16.18,Unused
RET0000966,ORD0002309,OI0004986,SKU00036,CUST00751,Damaged upon arrival,Glass component was shattered inside the box.,2024-09-13 22:37:06.000000,Received,132.0,10.8,Damaged
RET0000967,ORD0002310,OI0004989,SKU00240,CUST00751,Damaged upon arrival,The box arrived crushed and the corner was cracked.,2025-05-12 01:17:06.000000,Refunded,670.35,27.64,Damaged
RET0000968,ORD0002311,OI0004995,SKU00237,CUST00751,Defective,Drawer doesn't close flush - frame is warped.,2025-06-20 13:54:10.000000,Inspected,1312.44,26.88,Used
RET0000969,ORD0002313,OI0004999,SKU00353,CUST00752,Quality didn't meet expectations,Construction feels flimsy and unstable.,2026-03-31 21:57:13.534454,Received,327.35,9.84,Unused
RET0000970,ORD0002316,OI0005003,SKU00128,CUST00752,Defective,Drawer doesn't close flush - frame is warped.,2024-11-24 18:18:08.000000,Processing,1107.35,22.91,Used
RET0000971,ORD0002319,OI0005008,SKU00347,CUST00754,Not as described,Photos show a warm honey tone but it's very orange-yellow.,2025-10-25 06:38:50.000000,Refunded,535.3,12.9,Unused
RET0000972,ORD0002321,OI0005010,SKU00412,CUST00754,Too dark,Much more moody and dark in person.,2024-10-19 02:18:50.000000,Refunded,989.16,10.89,Used
RET0000973,ORD0002325,OI0005021,SKU00236,CUST00756,Too light,Pale compared to the product photography.,2026-03-31 21:57:13.558103,Refunded,197.25,16.34,Unused
RET0000974,ORD0002326,OI0005027,SKU00143,CUST00756,Defective,One leg is shorter so the table wobbles.,2025-05-01 23:04:00.000000,Processing,315.36,20.44,Used
RET0000975,ORD0002331,OI0005034,SKU00174,CUST00758,Color mismatch,White is actually off-white/cream.,2024-06-25 22:51:41.000000,Inspected,30.44,20.47,Unused
RET0000976,ORD0002333,OI0005037,SKU00412,CUST00758,Not as described,Photos show a warm honey tone but it's very orange-yellow.,2024-09-13 12:58:45.000000,Inspected,491.81,11.92,Unused
RET0000977,ORD0002333,OI0005038,SKU00167,CUST00758,Difficult assembly,Need three hands to hold pieces while screwing.,2024-09-06 12:58:45.000000,Refunded,27.04,24.2,Unused
RET0000978,ORD0002334,OI0005039,SKU00103,CUST00758,Too light,Wood tone is much lighter than the rich warm color shown.,2026-03-15 11:01:21.000000,Refunded,74.15,24.99,Unused
RET0000979,ORD0002335,OI0005040,SKU00156,CUST00759,Quality didn't meet expectations,Construction feels flimsy and unstable.,2025-10-27 12:36:36.000000,Refunded,407.03,14.35,Used
RET0000980,ORD0002338,OI0005048,SKU00293,CUST00759,Quality didn't meet expectations,Stitching on the upholstery is uneven and coming loose.,2026-01-21 23:29:34.000000,Refunded,119.3,9.45,Unused
RET0000981,ORD0002340,OI0005050,SKU00394,CUST00759,Quality didn't meet expectations,Stitching on the upholstery is uneven and coming loose.,2026-02-15 04:05:21.000000,Refunded,219.48,18.52,Unused
RET0000982,ORD0002342,OI0005054,SKU00387,CUST00760,Defective,Light socket is faulty - bulb flickers.,2025-09-21 03:52:02.000000,Refunded,107.07,26.54,Unused
RET0000983,ORD0002344,OI0005060,SKU00088,CUST00761,Too dark,Finish is at least two shades darker than shown.,2025-11-09 13:13:29.000000,Inspected,95.98,23.65,Used
RET0000984,ORD0002344,OI0005061,SKU00373,CUST00761,Too dark,This piece absorbs what little light there is. Makes the corner feel like a cave.,2025-11-02 13:13:29.000000,Received,56.97,18.93,Unused
RET0000985,ORD0002345,OI0005063,SKU00334,CUST00761,Quality didn't meet expectations,Drawer slides are already sticking after two weeks.,2024-06-19 20:59:00.000000,Inspected,91.63,13.55,Used
RET0000986,ORD0002347,OI0005065,SKU00153,CUST00762,Too light,Finish is practically white-washed.,2025-06-21 13:14:17.000000,Refunded,531.5,20.84,Unused
RET0000987,ORD0002347,OI0005067,SKU00332,CUST00762,Quality didn't meet expectations,Stitching on the upholstery is uneven and coming loose.,2025-06-22 13:14:17.000000,Inspected,87.6,23.98,Used
RET0000988,ORD0002348,OI0005068,SKU00121,CUST00762,Damaged upon arrival,Huge scratch across the top surface. Looks like it was dragged.,2024-12-06 23:10:35.000000,Processing,322.75,27.4,Damaged
RET0000989,ORD0002350,OI0005076,SKU00348,CUST00763,Color mismatch,Beige is much more yellow-toned than the photos.,2024-12-27 10:01:44.000000,Received,249.09,9.96,Unused
RET0000990,ORD0002351,OI0005077,SKU00097,CUST00763,Too light,Piece almost disappears because it's so light.,2026-02-25 16:58:13.000000,Refunded,175.44,9.84,Unused
RET0000991,ORD0002352,OI0005081,SKU00099,CUST00763,Quality didn't meet expectations,Stitching on the upholstery is uneven and coming loose.,2024-08-20 18:32:31.000000,Refunded,336.01,22.29,Used
RET0000992,ORD0002353,OI0005085,SKU00072,CUST00764,Too light,Piece almost disappears because it's so light.,2025-11-16 07:30:53.000000,Refunded,109.84,13.6,Unused
RET0000993,ORD0002359,OI0005095,SKU00185,CUST00765,Quality didn't meet expectations,Cushions losing shape after just a month.,2026-01-08 22:00:15.000000,Refunded,188.36,9.96,Used
RET0000994,ORD0002359,OI0005096,SKU00209,CUST00765,Difficult assembly,Need three hands to hold pieces while screwing.,2026-01-07 22:00:15.000000,Refunded,75.19,20.52,Used
RET0000995,ORD0002361,OI0005100,SKU00307,CUST00767,Quality didn't meet expectations,Drawer slides are already sticking after two weeks.,2025-06-03 14:19:33.000000,Refunded,1116.83,26.31,Used
RET0000996,ORD0002367,OI0005109,SKU00088,CUST00771,Defective,Drawer doesn't close flush - frame is warped.,2024-11-06 07:30:49.000000,Refunded,115.97,28.96,Unused
RET0000997,ORD0002367,OI0005112,SKU00289,CUST00771,Color mismatch,Color variation is significant from the photos.,2024-10-18 07:30:49.000000,Refunded,320.72,28.3,Unused
RET0000998,ORD0002370,OI0005119,SKU00374,CUST00772,Too light,Piece almost disappears because it's so light.,2024-05-17 20:24:04.000000,Received,80.91,10.7,Unused
RET0000999,ORD0002372,OI0005123,SKU00368,CUST00772,Damaged upon arrival,One of the legs is bent and won't attach properly.,2025-07-06 18:08:22.000000,Processing,146.84,20.74,Damaged
RET0001000,ORD0002373,OI0005124,SKU00276,CUST00772,Defective,Pre-drilled holes don't line up with hardware.,2025-07-12 22:27:19.000000,Refunded,93.84,15.8,Used
RET0001001,ORD0002373,OI0005127,SKU00029,CUST00772,Defective,Pre-drilled holes don't line up with hardware.,2025-07-24 22:27:19.000000,Inspected,165.86,25.72,Unused
RET0001002,ORD0002374,OI0005128,SKU00081,CUST00773,Not as described,Brass accents are actually painted plastic.,2025-02-23 23:26:02.000000,Refunded,130.82,25.17,Used
RET0001003,ORD0002376,OI0005134,SKU00175,CUST00773,Too light,Pale compared to the product photography.,2026-01-22 15:46:18.000000,Refunded,40.54,12.79,Unused
RET0001004,ORD0002377,OI0005137,SKU00371,CUST00773,Defective,Light socket is faulty - bulb flickers.,2025-07-07 21:52:32.000000,Refunded,515.61,9.03,Unused
RET0001005,ORD0002379,OI0005141,SKU00224,CUST00774,Defective,Light socket is faulty - bulb flickers.,2025-08-13 17:58:32.000000,Received,370.37,8.89,Unused
RET0001006,ORD0002380,OI0005144,SKU00057,CUST00774,Quality didn't meet expectations,Stitching on the upholstery is uneven and coming loose.,2026-03-08 05:58:47.000000,Refunded,145.51,14.5,Used
RET0001007,ORD0002381,OI0005145,SKU00081,CUST00775,Not as described,Photos show a warm honey tone but it's very orange-yellow.,2024-07-13 09:36:16.000000,Refunded,170.41,17.76,Used
RET0001008,ORD0002385,OI0005155,SKU00403,CUST00776,Defective,Pre-drilled holes don't line up with hardware.,2025-11-06 07:02:32.000000,Refunded,152.42,24.4,Used
RET0001009,ORD0002387,OI0005158,SKU00346,CUST00777,Too dark,Much more moody and dark in person.,2025-05-05 05:23:44.000000,Processing,134.39,22.66,Unused
RET0001010,ORD0002390,OI0005163,SKU00089,CUST00778,Defective,Pre-drilled holes don't line up with hardware.,2025-12-09 20:41:52.000000,Received,170.56,24.26,Used
RET0001011,ORD0002392,OI0005168,SKU00386,CUST00779,Quality didn't meet expectations,Cushions losing shape after just a month.,2026-02-02 22:35:24.000000,Inspected,419.49,26.16,Used
RET0001012,ORD0002393,OI0005169,SKU00133,CUST00779,Color mismatch,White is actually off-white/cream.,2025-08-03 23:21:13.000000,Processing,323.86,29.39,Used
RET0001013,ORD0002394,OI0005171,SKU00121,CUST00779,Defective,Light socket is faulty - bulb flickers.,2024-07-11 17:14:39.000000,Inspected,322.75,19.86,Used
RET0001014,ORD0002396,OI0005176,SKU00113,CUST00780,Quality didn't meet expectations,"For this price, I expected much better materials.",2024-12-31 16:15:19.000000,Processing,24.31,12.13,Used
RET0001015,ORD0002398,OI0005178,SKU00021,CUST00780,Difficult assembly,Holes for cam locks were drilled too shallow.,2024-06-30 00:58:03.000000,Refunded,25.93,23.81,Unused
RET0001016,ORD0002399,OI0005181,SKU00257,CUST00781,Color mismatch,White is actually off-white/cream.,2025-04-17 22:33:50.000000,Inspected,243.0,10.29,Used
RET0001017,ORD0002400,OI0005184,SKU00301,CUST00782,Quality didn't meet expectations,Drawer slides are already sticking after two weeks.,2025-04-20 06:11:29.000000,Received,76.76,9.47,Unused
RET0001018,ORD0002402,OI0005191,SKU00124,CUST00783,Defective,One leg is shorter so the table wobbles.,2025-06-13 06:43:15.000000,Inspected,138.86,25.24,Used
RET0001019,ORD0002403,OI0005195,SKU00329,CUST00784,Not as described,Description said solid wood but this is veneer over particle board.,2025-02-04 00:39:08.000000,Refunded,174.7,22.99,Unused
RET0001020,ORD0002406,OI0005202,SKU00384,CUST00785,Difficult assembly,Instructions were just bad diagrams with no text.,2026-02-05 09:06:46.000000,Processing,241.79,12.03,Used
RET0001021,ORD0002408,OI0005206,SKU00227,CUST00786,Quality didn't meet expectations,Drawer slides are already sticking after two weeks.,2025-07-12 15:28:20.000000,Inspected,74.84,18.88,Unused
RET0001022,ORD0002411,OI0005211,SKU00095,CUST00787,Damaged upon arrival,Huge scratch across the top surface. Looks like it was dragged.,2024-10-04 18:28:12.000000,Refunded,532.3,24.98,Damaged
RET0001023,ORD0002411,OI0005214,SKU00270,CUST00787,Quality didn't meet expectations,Stitching on the upholstery is uneven and coming loose.,2024-09-14 18:28:12.000000,Refunded,240.14,9.8,Unused
RET0001024,ORD0002423,OI0005239,SKU00255,CUST00792,Quality didn't meet expectations,Stitching on the upholstery is uneven and coming loose.,2024-12-15 15:43:25.000000,Inspected,993.79,13.19,Unused
RET0001025,ORD0002426,OI0005249,SKU00047,CUST00793,Color mismatch,Beige is much more yellow-toned than the photos.,2024-12-28 01:15:49.000000,Processing,75.48,24.11,Unused
RET0001026,ORD0002427,OI0005254,SKU00361,CUST00793,Color mismatch,Gold finish is extremely yellow and brassy.,2026-04-08 21:57:13.809265,Received,512.9,24.34,Used
RET0001027,ORD0002433,OI0005266,SKU00344,CUST00794,Quality didn't meet expectations,"For this price, I expected much better materials.",2024-12-10 01:28:32.000000,Processing,135.35,29.17,Used
RET0001028,ORD0002440,OI0005280,SKU00390,CUST00797,Not as described,Shown with decorative pillows that weren't included.,2024-11-20 14:34:10.000000,Refunded,49.38,25.96,Used
RET0001029,ORD0002440,OI0005281,SKU00003,CUST00797,Defective,Pre-drilled holes don't line up with hardware.,2024-12-02 14:34:10.000000,Received,498.12,15.51,Used
RET0001030,ORD0002446,OI0005291,SKU00359,CUST00798,Defective,Pre-drilled holes don't line up with hardware.,2024-07-10 00:03:47.000000,Received,44.85,23.06,Unused
RET0001031,ORD0002446,OI0005294,SKU00258,CUST00798,Damaged upon arrival,Glass component was shattered inside the box.,2024-07-09 00:03:47.000000,Inspected,297.63,19.61,Damaged
